Store,Week_ending_date,Weekly_Sales,Is_holiday_week,Fuel_price,CPI,Unemployment
1,01/11/2019,1551659.28,0,2.689,211.9563939,7.838
1,08/11/2019,1494479.49,0,2.728,212.003944,7.838
1,15/11/2019,1483784.18,0,2.771,211.8896737,7.838
1,22/11/2019,1955624.11,1,2.735,211.7484333,7.838
1,29/11/2019,1548033.78,0,2.708,211.607193,7.838
1,06/12/2019,1682614.26,0,2.843,211.4659526,7.838
1,13/12/2019,1891034.93,0,2.869,211.4053124,7.838
1,20/12/2019,2387950.2,0,2.886,211.4051222,7.838
1,27/12/2019,1367320.01,1,2.943,211.4049321,7.838
1,03/01/2020,1444732.28,0,2.976,211.4047419,7.742
1,10/01/2020,1391013.96,0,2.983,211.4574109,7.742
1,17/01/2020,1327405.42,0,3.016,211.8272343,7.742
1,24/01/2020,1316899.31,0,3.01,212.1970577,7.742
1,31/01/2020,1606629.58,0,2.989,212.5668812,7.742
1,07/02/2020,1649614.93,1,3.022,212.9367046,7.742
1,14/02/2020,1686842.78,0,3.045,213.2478853,7.742
1,21/02/2020,1456800.28,0,3.065,213.535609,7.742
1,28/02/2020,1636263.41,0,3.288,213.8233327,7.742
1,06/03/2020,1553191.63,0,3.459,214.1110564,7.742
1,13/03/2020,1576818.06,0,3.488,214.3627114,7.742
1,20/03/2020,1541102.38,0,3.473,214.5999389,7.742
1,27/03/2020,1495064.75,0,3.524,214.8371664,7.682
1,03/04/2020,1614259.35,0,3.622,215.0743939,7.682
1,10/04/2020,1559889,0,3.743,215.2918561,7.682
1,17/04/2020,1564819.81,0,3.807,215.4599053,7.682
1,24/04/2020,1455090.69,0,3.81,215.6279544,7.682
1,01/05/2020,1629391.28,0,3.906,215.7960035,7.682
1,08/05/2020,1604775.58,0,3.899,215.9640526,7.682
1,15/05/2020,1428218.27,0,3.907,215.7339202,7.682
1,22/05/2020,1466046.67,0,3.786,215.5037878,7.682
1,29/05/2020,1635078.41,0,3.699,215.2736553,7.682
1,05/06/2020,1588948.32,0,3.648,215.0435229,7.682
1,12/06/2020,1532114.86,0,3.637,214.9980596,7.682
1,19/06/2020,1438830.15,0,3.594,215.0910982,7.682
1,26/06/2020,1488538.09,0,3.524,215.1841368,7.962
1,03/07/2020,1534849.64,0,3.48,215.2771754,7.962
1,10/07/2020,1455119.97,0,3.575,215.3611087,7.962
1,17/07/2020,1396926.82,0,3.651,215.4222784,7.962
1,24/07/2020,1352219.79,0,3.682,215.4834482,7.962
1,31/07/2020,1624383.75,0,3.684,215.544618,7.962
1,07/08/2020,1525147.09,0,3.638,215.6057878,7.962
1,14/08/2020,1530761.43,0,3.554,215.6693107,7.962
1,21/08/2020,1464693.46,0,3.523,215.7332258,7.962
1,28/08/2020,1550229.22,0,3.533,215.7971409,7.962
1,04/09/2020,1540471.24,1,3.546,215.861056,7.962
1,11/09/2020,1514259.78,0,3.526,216.0410526,7.962
1,18/09/2020,1380020.27,0,3.467,216.3758246,7.962
1,25/09/2020,1394561.83,0,3.355,216.7105965,7.962
1,02/10/2020,1630989.95,0,3.285,217.0453684,7.866
1,09/10/2020,1493525.93,0,3.274,217.3552733,7.866
1,16/10/2020,1502562.78,0,3.353,217.5159762,7.866
1,23/10/2020,1445249.09,0,3.372,217.6766791,7.866
1,30/10/2020,1697229.58,0,3.332,217.837382,7.866
1,06/11/2020,1594938.89,0,3.297,217.9980849,7.866
1,13/11/2020,1539483.7,0,3.308,218.2205088,7.866
1,20/11/2020,2033320.66,1,3.236,218.4676211,7.866
1,27/11/2020,1584083.95,0,3.172,218.7147333,7.866
1,04/12/2020,1799682.38,0,3.158,218.9618456,7.866
1,11/12/2020,1881176.67,0,3.159,219.1794533,7.866
1,18/12/2020,2270188.99,0,3.112,219.3577216,7.866
1,25/12/2020,1497462.72,1,3.129,219.5359898,7.866
1,01/01/2021,1550369.92,0,3.157,219.7142581,7.348
1,08/01/2021,1459601.17,0,3.261,219.8925263,7.348
1,15/01/2021,1394393.84,0,3.268,219.9856893,7.348
1,22/01/2021,1319325.59,0,3.29,220.0788523,7.348
1,29/01/2021,1636339.65,0,3.36,220.1720153,7.348
1,05/02/2021,1802477.43,1,3.409,220.2651783,7.348
1,12/02/2021,1819870,0,3.51,220.4257586,7.348
1,19/02/2021,1539387.83,0,3.555,220.636902,7.348
1,26/02/2021,1688420.76,0,3.63,220.8480454,7.348
1,05/03/2021,1675431.16,0,3.669,221.0591887,7.348
1,12/03/2021,1677472.78,0,3.734,221.2118132,7.348
1,19/03/2021,1511068.07,0,3.787,221.2864126,7.348
1,26/03/2021,1649604.63,0,3.845,221.3610119,7.348
1,02/04/2021,1899676.88,0,3.891,221.4356112,7.143
1,09/04/2021,1621031.7,0,3.891,221.5102105,7.143
1,16/04/2021,1521577.87,0,3.877,221.5640737,7.143
1,23/04/2021,1468928.37,0,3.814,221.6179368,7.143
1,30/04/2021,1684519.99,0,3.749,221.6718,7.143
1,07/05/2021,1611096.05,0,3.688,221.7256632,7.143
1,14/05/2021,1595901.87,0,3.63,221.742674,7.143
1,21/05/2021,1555444.55,0,3.561,221.744944,7.143
1,28/05/2021,1624477.58,0,3.501,221.7472139,7.143
1,04/06/2021,1697230.96,0,3.452,221.7494839,7.143
1,11/06/2021,1630607,0,3.393,221.7626421,7.143
1,18/06/2021,1527845.81,0,3.346,221.8030211,7.143
1,25/06/2021,1540421.49,0,3.286,221.8434,7.143
1,02/07/2021,1769854.16,0,3.227,221.8837789,6.908
1,09/07/2021,1527014.04,0,3.256,221.9241579,6.908
1,16/07/2021,1497954.76,0,3.311,221.9327267,6.908
1,23/07/2021,1439123.71,0,3.407,221.9412954,6.908
1,30/07/2021,1631135.79,0,3.417,221.9498642,6.908
1,06/08/2021,1592409.97,0,3.494,221.9584329,6.908
1,13/08/2021,1597868.05,0,3.571,222.0384109,6.908
1,20/08/2021,1494122.38,0,3.62,222.1719457,6.908
1,27/08/2021,1582083.4,0,3.638,222.3054805,6.908
1,03/09/2021,1661767.33,1,3.73,222.4390153,6.908
1,10/09/2021,1517428.87,0,3.717,222.5820193,6.908
1,17/09/2021,1506126.06,0,3.721,222.7818386,6.908
1,24/09/2021,1437059.26,0,3.666,222.9816579,6.908
1,01/10/2021,1670785.97,0,3.617,223.1814772,6.573
1,08/10/2021,1573072.81,0,3.601,223.3812965,6.573
1,15/10/2021,1508068.77,0,3.594,223.4257233,6.573
1,22/10/2021,1493659.74,0,3.506,223.4442513,6.573
2,01/02/2019,2136989.46,0,2.572,210.7526053,8.324
2,08/02/2019,2137809.5,1,2.548,210.8979935,8.324
2,15/02/2019,2124451.54,0,2.514,210.9451605,8.324
2,22/02/2019,1865097.27,0,2.561,210.9759573,8.324
2,01/03/2019,1991013.13,0,2.625,211.0067542,8.324
2,08/03/2019,1990483.78,0,2.667,211.037551,8.324
2,15/03/2019,1946070.88,0,2.72,210.8733316,8.324
2,22/03/2019,1750197.81,0,2.732,210.6766095,8.324
2,29/03/2019,2066187.72,0,2.719,210.4798874,8.2
2,05/04/2019,1954689.21,0,2.77,210.2831653,8.2
2,12/04/2019,1874957.94,0,2.808,210.1495463,8.2
2,19/04/2019,1821990.93,0,2.795,210.1000648,8.2
2,26/04/2019,1802450.29,0,2.78,210.0505833,8.2
2,03/05/2019,2042581.71,0,2.835,210.0011018,8.2
2,10/05/2019,1880752.36,0,2.854,209.9984585,8.2
2,17/05/2019,1896937.1,0,2.826,210.2768443,8.2
2,24/05/2019,1957113.89,0,2.759,210.5552301,8.2
2,31/05/2019,2102539.93,0,2.705,210.833616,8.2
2,07/06/2019,2025538.76,0,2.668,211.1120018,8.2
2,14/06/2019,2001636.96,0,2.637,211.1096543,8.2
2,21/06/2019,1939927.09,0,2.653,210.9950134,8.2
2,28/06/2019,2003940.64,0,2.669,210.8803726,8.099
2,05/07/2019,1880902.62,0,2.642,210.7657317,8.099
2,12/07/2019,1845879.79,0,2.623,210.7577954,8.099
2,19/07/2019,1781717.71,0,2.608,210.8921319,8.099
2,26/07/2019,1804246.16,0,2.64,211.0264684,8.099
2,02/08/2019,1991909.98,0,2.627,211.1608049,8.099
2,09/08/2019,1895601.05,0,2.692,211.2951413,8.099
2,16/08/2019,1964335.23,0,2.664,211.2596586,8.099
2,23/08/2019,1863840.49,0,2.619,211.2241759,8.099
2,30/08/2019,1904608.09,0,2.577,211.1886931,8.099
2,06/09/2019,1839128.83,1,2.565,211.1532104,8.099
2,13/09/2019,1793903.6,0,2.582,211.1806415,8.099
2,20/09/2019,1724557.22,0,2.624,211.2552578,8.099
2,27/09/2019,1827440.43,0,2.603,211.3298742,8.163
2,04/10/2019,1849921.44,0,2.633,211.4044906,8.163
2,11/10/2019,1794355.49,0,2.72,211.4713286,8.163
2,18/10/2019,1737947.64,0,2.725,211.5187208,8.163
2,25/10/2019,1802755.11,0,2.716,211.5661131,8.163
2,01/11/2019,1939061.41,0,2.689,211.6135053,8.163
2,08/11/2019,1916812.74,0,2.728,211.6608975,8.163
2,15/11/2019,1956739.17,0,2.771,211.5470304,8.163
2,22/11/2019,2658725.29,1,2.735,211.4062867,8.163
2,29/11/2019,2015781.27,0,2.708,211.265543,8.163
2,06/12/2019,2378726.55,0,2.843,211.1247993,8.163
2,13/12/2019,2609166.75,0,2.869,211.0645458,8.163
2,20/12/2019,3436007.68,0,2.886,211.0646599,8.163
2,27/12/2019,1750434.55,1,2.943,211.064774,8.163
2,03/01/2020,1758050.79,0,2.976,211.0648881,8.028
2,10/01/2020,1744193.58,0,2.983,211.1176713,8.028
2,17/01/2020,1751384.9,0,3.016,211.4864691,8.028
2,24/01/2020,1695371.68,0,3.01,211.8552668,8.028
2,31/01/2020,1929346.23,0,2.989,212.2240646,8.028
2,07/02/2020,2168041.61,1,3.022,212.5928624,8.028
2,14/02/2020,2080884.82,0,3.045,212.9033115,8.028
2,21/02/2020,1833511.08,0,3.065,213.190421,8.028
2,28/02/2020,1981607.78,0,3.288,213.4775305,8.028
2,06/03/2020,1879107.31,0,3.459,213.7646401,8.028
2,13/03/2020,1902557.66,0,3.488,214.0156238,8.028
2,20/03/2020,1766162.05,0,3.473,214.2521573,8.028
2,27/03/2020,1800171.36,0,3.524,214.4886908,7.931
2,03/04/2020,1847552.61,0,3.622,214.7252242,7.931
2,10/04/2020,1856467.84,0,3.743,214.9420631,7.931
2,17/04/2020,1886339.6,0,3.807,215.1096657,7.931
2,24/04/2020,1745545.28,0,3.81,215.2772683,7.931
2,01/05/2020,1837743.6,0,3.906,215.4448709,7.931
2,08/05/2020,1838513.07,0,3.899,215.6124735,7.931
2,15/05/2020,1688281.86,0,3.907,215.3834778,7.931
2,22/05/2020,1797732.56,0,3.786,215.1544822,7.931
2,29/05/2020,1933756.21,0,3.699,214.9254865,7.931
2,05/06/2020,1929153.16,0,3.648,214.6964908,7.931
2,12/06/2020,1953771.99,0,3.637,214.6513538,7.931
2,19/06/2020,1790925.8,0,3.594,214.7441108,7.931
2,26/06/2020,1866243,0,3.524,214.8368678,7.852
2,03/07/2020,1853161.99,0,3.48,214.9296249,7.852
2,10/07/2020,1785187.29,0,3.575,215.0134426,7.852
2,17/07/2020,1743816.41,0,3.651,215.0749122,7.852
2,24/07/2020,1680693.06,0,3.682,215.1363819,7.852
2,31/07/2020,1876704.26,0,3.684,215.1978515,7.852
2,07/08/2020,1812768.26,0,3.638,215.2593211,7.852
2,14/08/2020,1844094.59,0,3.554,215.3229307,7.852
2,21/08/2020,1821139.91,0,3.523,215.386897,7.852
2,28/08/2020,1809119.7,0,3.533,215.4508632,7.852
2,04/09/2020,1748000.65,1,3.546,215.5148295,7.852
2,11/09/2020,1691439.52,0,3.526,215.6944378,7.852
2,18/09/2020,1669299.78,0,3.467,216.0282356,7.852
2,25/09/2020,1650394.44,0,3.355,216.3620333,7.852
2,02/10/2020,1837553.43,0,3.285,216.6958311,7.441
2,09/10/2020,1743882.19,0,3.274,217.0048261,7.441
2,16/10/2020,1834680.25,0,3.353,217.1650042,7.441
2,23/10/2020,1769296.25,0,3.372,217.3251824,7.441
2,30/10/2020,1959707.9,0,3.332,217.4853605,7.441
2,06/11/2020,1920725.15,0,3.297,217.6455387,7.441
2,13/11/2020,1902762.5,0,3.308,217.8670218,7.441
2,20/11/2020,2614202.3,1,3.236,218.1130269,7.441
2,27/11/2020,1954952,0,3.172,218.3590319,7.441
2,04/12/2020,2290549.32,0,3.158,218.605037,7.441
2,11/12/2020,2432736.52,0,3.159,218.8217928,7.441
2,18/12/2020,3224369.8,0,3.112,218.9995495,7.441
2,25/12/2020,1874226.52,1,3.129,219.1773063,7.441
2,01/01/2021,1799520.14,0,3.157,219.355063,7.057
2,08/01/2021,1744725.48,0,3.261,219.5328198,7.057
2,15/01/2021,1711769.11,0,3.268,219.6258417,7.057
2,22/01/2021,1660906.14,0,3.29,219.7188636,7.057
2,29/01/2021,1935299.94,0,3.36,219.8118854,7.057
2,05/02/2021,2103322.68,1,3.409,219.9049073,7.057
2,12/02/2021,2196688.46,0,3.51,220.0651993,7.057
2,19/02/2021,1861802.7,0,3.555,220.275944,7.057
2,26/02/2021,1952555.66,0,3.63,220.4866886,7.057
2,05/03/2021,1937628.26,0,3.669,220.6974332,7.057
2,12/03/2021,1976082.13,0,3.734,220.8498468,7.057
2,19/03/2021,1790439.16,0,3.787,220.9244858,7.057
2,26/03/2021,1857480.84,0,3.845,220.9991248,7.057
2,02/04/2021,2129035.91,0,3.891,221.0737638,6.891
2,09/04/2021,1935869.1,0,3.891,221.1484028,6.891
2,16/04/2021,1847344.45,0,3.877,221.2021074,6.891
2,23/04/2021,1764133.09,0,3.814,221.255812,6.891
2,30/04/2021,1923957.09,0,3.749,221.3095166,6.891
2,07/05/2021,1917520.99,0,3.688,221.3632212,6.891
2,14/05/2021,2000940.67,0,3.63,221.380331,6.891
2,21/05/2021,1912791.09,0,3.561,221.3828029,6.891
2,28/05/2021,1910092.37,0,3.501,221.3852748,6.891
2,04/06/2021,2010216.49,0,3.452,221.3877467,6.891
2,11/06/2021,1962924.3,0,3.393,221.4009901,6.891
2,18/06/2021,1887733.21,0,3.346,221.4411622,6.891
2,25/06/2021,1881046.12,0,3.286,221.4813343,6.891
2,02/07/2021,2041507.4,0,3.227,221.5215064,6.565
2,09/07/2021,1830075.13,0,3.256,221.5616784,6.565
2,16/07/2021,1819666.46,0,3.311,221.5701123,6.565
2,23/07/2021,1757923.88,0,3.407,221.5785461,6.565
2,30/07/2021,1946104.64,0,3.417,221.5869799,6.565
2,06/08/2021,1866719.96,0,3.494,221.5954138,6.565
2,13/08/2021,1928016.01,0,3.571,221.6751459,6.565
2,20/08/2021,1876788.15,0,3.62,221.8083518,6.565
2,27/08/2021,1947083.3,0,3.638,221.9415576,6.565
2,03/09/2021,1898777.07,1,3.73,222.0747635,6.565
2,10/09/2021,1814806.63,0,3.717,222.2174395,6.565
2,17/09/2021,1829415.67,0,3.721,222.4169362,6.565
2,24/09/2021,1746470.56,0,3.666,222.6164329,6.565
2,01/10/2021,1998321.04,0,3.617,222.8159296,6.17
2,08/10/2021,1900745.13,0,3.601,223.0154263,6.17
2,15/10/2021,1847990.41,0,3.594,223.0598077,6.17
2,22/10/2021,1834458.35,0,3.506,223.0783366,6.17
3,01/02/2019,461622.22,0,2.572,214.4248812,7.368
3,08/02/2019,420728.96,1,2.548,214.5747916,7.368
3,15/02/2019,421642.19,0,2.514,214.6198868,7.368
3,22/02/2019,407204.86,0,2.561,214.6475127,7.368
3,01/03/2019,415202.04,0,2.625,214.6751386,7.368
3,08/03/2019,384200.69,0,2.667,214.7027646,7.368
3,15/03/2019,375328.59,0,2.72,214.5301219,7.368
3,22/03/2019,359949.27,0,2.732,214.3241011,7.368
3,29/03/2019,423294.4,0,2.719,214.1180803,7.343
3,05/04/2019,415870.28,0,2.77,213.9120595,7.343
3,12/04/2019,354993.26,0,2.808,213.7726889,7.343
3,19/04/2019,339976.65,0,2.795,213.7221852,7.343
3,26/04/2019,361248.39,0,2.78,213.6716815,7.343
3,03/05/2019,399323.86,0,2.835,213.6211778,7.343
3,10/05/2019,384357.94,0,2.854,213.6196139,7.343
3,17/05/2019,343763.17,0,2.826,213.9116886,7.343
3,24/05/2019,350089.23,0,2.759,214.2037634,7.343
3,31/05/2019,396968.8,0,2.705,214.4958382,7.343
3,07/06/2019,355017.09,0,2.668,214.787913,7.343
3,14/06/2019,364076.85,0,2.637,214.7858259,7.343
3,21/06/2019,357346.48,0,2.653,214.6660741,7.343
3,28/06/2019,381151.72,0,2.669,214.5463222,7.346
3,05/07/2019,349214.18,0,2.642,214.4265704,7.346
3,12/07/2019,352728.78,0,2.623,214.4176476,7.346
3,19/07/2019,352864.49,0,2.608,214.5564968,7.346
3,26/07/2019,347955.05,0,2.64,214.695346,7.346
3,02/08/2019,402635.76,0,2.627,214.8341952,7.346
3,09/08/2019,339597.38,0,2.692,214.9730444,7.346
3,16/08/2019,351728.21,0,2.664,214.9314191,7.346
3,23/08/2019,362134.09,0,2.619,214.8897938,7.346
3,30/08/2019,366473.97,0,2.577,214.8481685,7.346
3,06/09/2019,352260.97,1,2.565,214.8065431,7.346
3,13/09/2019,363064.64,0,2.582,214.8322484,7.346
3,20/09/2019,355626.87,0,2.624,214.9084516,7.346
3,27/09/2019,358784.1,0,2.603,214.9846548,7.564
3,04/10/2019,395107.35,0,2.633,215.060858,7.564
3,11/10/2019,345584.39,0,2.72,215.1293114,7.564
3,18/10/2019,348895.98,0,2.725,215.17839,7.564
3,25/10/2019,348591.74,0,2.716,215.2274686,7.564
3,01/11/2019,423175.56,0,2.689,215.2765472,7.564
3,08/11/2019,386635.03,0,2.728,215.3256258,7.564
3,15/11/2019,372545.32,0,2.771,215.2074519,7.564
3,22/11/2019,565567.84,1,2.735,215.0614025,7.564
3,29/11/2019,476420.77,0,2.708,214.9153531,7.564
3,06/12/2019,467642.03,0,2.843,214.7693037,7.564
3,13/12/2019,498159.39,0,2.869,214.704919,7.564
3,20/12/2019,605990.41,0,2.886,214.7017828,7.564
3,27/12/2019,382677.76,1,2.943,214.6986466,7.564
3,03/01/2020,378241.34,0,2.976,214.6955104,7.551
3,10/01/2020,381061.1,0,2.983,214.7470729,7.551
3,17/01/2020,350876.7,0,3.016,215.1268275,7.551
3,24/01/2020,364866.24,0,3.01,215.5065821,7.551
3,31/01/2020,438516.53,0,2.989,215.8863367,7.551
3,07/02/2020,430526.21,1,3.022,216.2660913,7.551
3,14/02/2020,432782.1,0,3.045,216.5843571,7.551
3,21/02/2020,397211.19,0,3.065,216.8780275,7.551
3,28/02/2020,437084.51,0,3.288,217.1716979,7.551
3,06/03/2020,404753.3,0,3.459,217.4653683,7.551
3,13/03/2020,392109.51,0,3.488,217.7235226,7.551
3,20/03/2020,380683.67,0,3.473,217.9674705,7.551
3,27/03/2020,374556.08,0,3.524,218.2114184,7.574
3,03/04/2020,384075.31,0,3.622,218.4553663,7.574
3,10/04/2020,366250.69,0,3.743,218.6788642,7.574
3,17/04/2020,391860.04,0,3.807,218.851237,7.574
3,24/04/2020,367405.4,0,3.81,219.0236099,7.574
3,01/05/2020,413042.12,0,3.906,219.1959827,7.574
3,08/05/2020,386312.68,0,3.899,219.3683556,7.574
3,15/05/2020,364603.13,0,3.907,219.127216,7.574
3,22/05/2020,369350.6,0,3.786,218.8860765,7.574
3,29/05/2020,394507.84,0,3.699,218.6449369,7.574
3,05/06/2020,391638.75,0,3.648,218.4037974,7.574
3,12/06/2020,403423.34,0,3.637,218.3551748,7.574
3,19/06/2020,385520.71,0,3.594,218.45094,7.574
3,26/06/2020,368962.72,0,3.524,218.5467052,7.567
3,03/07/2020,395146.24,0,3.48,218.6424704,7.567
3,10/07/2020,373454.33,0,3.575,218.7275216,7.567
3,17/07/2020,360617.37,0,3.651,218.7857881,7.567
3,24/07/2020,345381.29,0,3.682,218.8440545,7.567
3,31/07/2020,409981.25,0,3.684,218.9023209,7.567
3,07/08/2020,380376.85,0,3.638,218.9605873,7.567
3,14/08/2020,379716.91,0,3.554,219.023271,7.567
3,21/08/2020,366367.55,0,3.523,219.0866908,7.567
3,28/08/2020,375988.69,0,3.533,219.1501106,7.567
3,04/09/2020,377347.49,1,3.546,219.2135305,7.567
3,11/09/2020,375629.51,0,3.526,219.3972867,7.567
3,18/09/2020,365248.94,0,3.467,219.7414914,7.567
3,25/09/2020,368477.93,0,3.355,220.085696,7.567
3,02/10/2020,403342.4,0,3.285,220.4299007,7.197
3,09/10/2020,368282.57,0,3.274,220.7486167,7.197
3,16/10/2020,394976.36,0,3.353,220.9144005,7.197
3,23/10/2020,389540.62,0,3.372,221.0801842,7.197
3,30/10/2020,459443.22,0,3.332,221.245968,7.197
3,06/11/2020,407764.25,0,3.297,221.4117517,7.197
3,13/11/2020,398838.97,0,3.308,221.6432852,7.197
3,20/11/2020,556925.19,1,3.236,221.9011185,7.197
3,27/11/2020,472511.32,0,3.172,222.1589519,7.197
3,04/12/2020,468772.8,0,3.158,222.4167852,7.197
3,11/12/2020,510747.62,0,3.159,222.6426418,7.197
3,18/12/2020,551221.21,0,3.112,222.8258628,7.197
3,25/12/2020,410553.88,1,3.129,223.0090839,7.197
3,01/01/2021,398178.21,0,3.157,223.1923049,6.833
3,08/01/2021,367438.62,0,3.261,223.3755259,6.833
3,15/01/2021,365818.61,0,3.268,223.4700552,6.833
3,22/01/2021,349518.1,0,3.29,223.5645845,6.833
3,29/01/2021,424960.66,0,3.36,223.6591137,6.833
3,05/02/2021,473292.47,1,3.409,223.753643,6.833
3,12/02/2021,475591.08,0,3.51,223.9170153,6.833
3,19/02/2021,418925.47,0,3.555,224.1320199,6.833
3,26/02/2021,469752.56,0,3.63,224.3470245,6.833
3,05/03/2021,445162.05,0,3.669,224.5620291,6.833
3,12/03/2021,411775.8,0,3.734,224.7166953,6.833
3,19/03/2021,413907.25,0,3.787,224.7909104,6.833
3,26/03/2021,407488.84,0,3.845,224.8651254,6.833
3,02/04/2021,503232.13,0,3.891,224.9393405,6.664
3,09/04/2021,420789.74,0,3.891,225.0135556,6.664
3,16/04/2021,434822.13,0,3.877,225.0689541,6.664
3,23/04/2021,394616.11,0,3.814,225.1243526,6.664
3,30/04/2021,439913.57,0,3.749,225.1797511,6.664
3,07/05/2021,431985.36,0,3.688,225.2351496,6.664
3,14/05/2021,418112.76,0,3.63,225.2512024,6.664
3,21/05/2021,413701.29,0,3.561,225.2515168,6.664
3,28/05/2021,432268.53,0,3.501,225.2518313,6.664
3,04/06/2021,446336.8,0,3.452,225.2521458,6.664
3,11/06/2021,442074.79,0,3.393,225.2644795,6.664
3,18/06/2021,419497.95,0,3.346,225.3068615,6.664
3,25/06/2021,422965.33,0,3.286,225.3492435,6.664
3,02/07/2021,411206.5,0,3.227,225.3916254,6.334
3,09/07/2021,416913.1,0,3.256,225.4340074,6.334
3,16/07/2021,432424.85,0,3.311,225.4438827,6.334
3,23/07/2021,389427.9,0,3.407,225.4537579,6.334
3,30/07/2021,419990.29,0,3.417,225.4636332,6.334
3,06/08/2021,391811.6,0,3.494,225.4735085,6.334
3,13/08/2021,394918.83,0,3.571,225.5558664,6.334
3,20/08/2021,412449.67,0,3.62,225.6925864,6.334
3,27/08/2021,408838.73,0,3.638,225.8293063,6.334
3,03/09/2021,408229.73,1,3.73,225.9660263,6.334
3,10/09/2021,407589.16,0,3.717,226.1122067,6.334
3,17/09/2021,414392.09,0,3.721,226.3151496,6.334
3,24/09/2021,389813.02,0,3.666,226.5180926,6.334
3,01/10/2021,443557.65,0,3.617,226.7210356,6.034
3,08/10/2021,410804.39,0,3.601,226.9239785,6.034
3,15/10/2021,424513.08,0,3.594,226.9688442,6.034
3,22/10/2021,405432.7,0,3.506,226.9873637,6.034
4,01/02/2019,2135143.87,0,2.598,126.4420645,8.623
4,08/02/2019,2188307.39,1,2.573,126.4962581,8.623
4,15/02/2019,2049860.26,0,2.54,126.5262857,8.623
4,22/02/2019,1925728.84,0,2.59,126.5522857,8.623
4,01/03/2019,1971057.44,0,2.654,126.5782857,8.623
4,08/03/2019,1894324.09,0,2.704,126.6042857,8.623
4,15/03/2019,1897429.36,0,2.743,126.6066452,8.623
4,22/03/2019,1762539.3,0,2.752,126.6050645,8.623
4,29/03/2019,1979247.12,0,2.74,126.6034839,7.896
4,05/04/2019,1818452.72,0,2.773,126.6019032,7.896
4,12/04/2019,1851519.69,0,2.81,126.5621,7.896
4,19/04/2019,1802677.9,0,2.805,126.4713333,7.896
4,26/04/2019,1817273.28,0,2.787,126.3805667,7.896
4,03/05/2019,2000626.14,0,2.836,126.2898,7.896
4,10/05/2019,1875597.28,0,2.845,126.2085484,7.896
4,17/05/2019,1903752.6,0,2.82,126.1843871,7.896
4,24/05/2019,1857533.7,0,2.756,126.1602258,7.896
4,31/05/2019,1903290.58,0,2.701,126.1360645,7.896
4,07/06/2019,1870619.23,0,2.668,126.1119032,7.896
4,14/06/2019,1929736.35,0,2.635,126.114,7.896
4,21/06/2019,1846651.95,0,2.654,126.1266,7.896
4,28/06/2019,1881337.21,0,2.668,126.1392,7.372
4,05/07/2019,1812208.22,0,2.637,126.1518,7.372
4,12/07/2019,1898427.66,0,2.621,126.1498065,7.372
4,19/07/2019,1848426.78,0,2.612,126.1283548,7.372
4,26/07/2019,1796637.61,0,2.65,126.1069032,7.372
